ID,Description
CVE-2010-4036,url spoofing related vulnerability occurs user navigates back current page interrupts action browser commits previous url omnibar current page still second website example user goes www google com goes www hack attempt go back chrome put www google com omnibar www hack interrupt action alert cancels navigation update omnibar
CVE-2015-6781,integer overflow allows remote attacker cause denial service possibly unspecified impact via modified values font data looking issue report seemed stemmed coding mistake since part fix make sure value question wrap around reaches maximum integer getting vulnerability fixed lot miscommunications which team responsible fixing mistake which led vulnerability exist longer needed
CVE-2013-0891,integer overflow google chrome blob url request leads buffer overflow allowing attacker control specific function bytes read attacker lead denial service information disclosure unforeseen issues mistake made improper checking upon limits input number value testing boundary conditions mistake vulnerability within sub system chromium ability release sensitive information mistake lack unit testing someone realized boundaries could exploited another author went back input proper proper checking fix mistake vulnerability seems resolved boundary checking inputted variable types changed proper type however since seem change testing lack testing sure way seeing issue totally resolved
CVE-2013-6635,vulenrability located editing implmentation blink underlying web browser engine editing possible attempt use previously freed dom node cause denial service attack impacts using javascript code results removal said node processing document object model tree document object model language platform independent interface allows scripts programs access modify style content structure document dom tree usually created using html tags hierarchy document main mistake made coding mistake implmentation web engine blink interaction javascript code authors code base ensure node pointer correctly protected removed reference expected freed authors code mitigated vulnerability switching pointer which automated memory management smart pointer which abstract data type acts pointer also come automated memory management someone experience may knew javascript code could executed allocation pointer freeing pointer authors implmentated smart pointer without undue trouble
CVE-2015-1252,vulnerability chromium common utility functionality specifically new implementation partialcircularbuffer which basically buffer could wrap around n number times continuous write data implementation which c handle wrap around buffer write case large amounts data properly possibiliy resulting data written memory intended invalid write corruption data crashes significant security aspect issue allowing arbitrary code execution functionally buffer overflow scenario way could exploited would attacker found way access web logging utilized pushing large amount data target log write buffer which would result denial service attack system since particular issue common utility potential attack possibilities widespread would also depend partialcircularbuffer used different modules chosen cwe VERVER bounds write mitigation strategies listed however mitigation strategies cwe 119 improper restriction operations within bounds memory buffer which nvd lists class cve issue chosen cwe 787 exact issue occured nvd listed cwe 119 would consider applicable specifically mitigations implementation stage fix specifically addressing mitigation checking buffer boundaries accessing buffer loop make sure danger writing past allocated space since issue core lack checking proper space checking buffer size vs input size handling wrap around case fix moves wrap around content initial write loop ensure safety writing given input initial implementation simply include thorough enough testing catch edge case
CVE-2011-5319,application restrict access accelerometer data high rates allows attackers capture keystrokes moitor speech website without permissions prompt keystrokes speech part website interaction think bug really much could done hand team know attack however could something around events try always prevent attackers getting data different ideas resolve issue work appear proper fix limiting fast data read
CVE-2011-3925,vulnerability comes chrome handled interstitial pages which pages load expected webpage ad ask older VERVER trying reload page interstitial page caused memory corruption browser process crashed chrome actual mistake made code freed link memory continued try access memory interstitial page refreshed classic example freeing variable actually done mistake caused number larger factors code led vulnerability refactored large number times includes extracting classes combining classes shifting responsibilities redesigning internally handle interstitial pages led inconsistent confusing documentation small pieces code made sense prior refactoring
CVE-2016-1689,heap buffer overflow vulnerability found google chrome implementation media capture dom elements dom document object model elements object includes html xhtml xml formatted media capture dom elements essentially capturing information users actions video image etc which streamed back application used various things google chrome added feature bug html media element given size parameters wrong would check would attempt use resulting heap buffer overflow vulnerability seemed stem lack design around desired feature lack design caused software implemented trust inputs which trusted also seemed software created temporary use due fact team waiting specific library libyuv argbtoa become available use understandable extent companies always wait around new functionality however excuse poor design around problem lack awareness potential input disparities
CVE-2016-1632,attackers bypass intended access restrictions using javascript code attack causes incorrect cast limited information vulnerability say probably coding mistake potentially testing could done beforehand
CVE-2010-3246,google chrome pop blocker could bypassed form submit opened window blank would allow site gain ability open x number chrome tabs hard say someone trust third party tool widely trusted webkit definitely tested however strong negative path test case would abuse case bug test implemented appears sufficient mitigation fix looks proper
CVE-2012-5108,design problem way chromium handled multi threaded audio output use audio output devices resulted race condition audio output device first created initialized could interrupted potentially deleted startup finished resulting pointer callback function null use memory freed allowed arbitrary code executed mistakes made considering design audio output device thread stopped execution deleted developers count multiple flows execution separate threads execution may interrupted audio device may deleted finishes starting another mistake checking null pointer trying use
CVE-2015-1228,update counter method called text updating method bug causing method updates counter set node layout reset result stale text boxes may left behind program complete causes variables initialize incorrectly fail initialize following sessions causing program crash tries use variable denial serivce attackers aware vulnerability could work trigger crash intentionally different text updating method marks node layout used replacement making sure right validations made stale uninitialized text boxes left behind mistake simple design mistake start project team used method clear stale data certain text boxes mistake probably due testing area proper unit testing would found likely found early mitigation build compilation used via change method vulnerability found fuzzer testing note may also implementation error initial method used similar fixing method except original method perform validation checking possible initial method used simply expected
CVE-2010-1503,cross site scripting xss vulnerability google chrome allows remote attackers inject web scripts html using chrome net internals users access net internals typing chrome net internals url field chrome web browser which return displays network log event stream vulnerability occured user input html escaped coding mistake made seems simple programming error programmer commit vcc used function escapeforhtml multiple times prior vulnerable line code seems though neglected string argument key needed html encoded well
CVE-2016-1647,navigation implementation google chrome causes use free vulnerability allows remote attackers cause denial service bug allows unauthorized disclosure information allows unauthorized modification allows disruption service mistakes led vulnerability coding design mistakes fullscreen widget created webcontentsimpl stores routing id fullscreen widget routing id wci assumes widget belongs process current main frame getrendermanager current host getprocess which normally compromised renderer swap process main frame keeping fullscreen widget alive normally fullscreen widget would deleted renderer navigates exception navigation within page fullscreen kept alive happens example url fragment changes case renderer sets framehostmsg didcommitprovisionalload params within page true browser mostly trusts even navigation within page process swapped renderer swaps process sets within page true fullscreen widget routing id end pointing wrong widget new process renderer closes fullscreen wrong widget deleted deleted manually renderwidgethostimpl destroy fullscreen widgets owned smart pointer normal widgets owned scoped ptr render widget host renderviewhostimpl though widget manually deleted attacker scoped ptr rvhi ends holding dangling pointer
CVE-2016-1667,web pages constructed using tree structure nodes objects tree structure constantly updates different events occur one updates happens tree stucture called node adoption nodes assigned ownership inserted document node adoption operations script execution disabled since document modified attackers may violate origin policy origin policy allows script execution web pages web pages originate origin policy broken external web page may execute scripting web page trusted origin allows attackers send data web page trusted page user believe vulnerability caused due poor design believe programmer responsibility think scenarios something could go wrong adopting nodes dom believe chromium team used something like state pattern whenever dom manipulation would occur system would state scripts executed without state pattern programmer responsibility think operation might need sort disablement script execution system scales proven similar vulnerability mentioned developers comments sort relaince developer think scenarios lead xss vulnerability
CVE-2016-1625,due lack checking intended target web addresses malicious extensions capable changing suggested links brought users clicked allows extensions navigate users malicious websites run flash programs host device remote attackers could use grab file host device vulnerability arose new functionality added ntp chromium provides user visited sites suggested ones without checking target link link ultimately design mistake developers never thought attack would possible exploit bug ever created could huge consequences ever additionally vulnerability introduced fix subsystem moved around allowing bug hide longer normal
CVE-2016-1687,vulnerability chromium involved exposure private classes related chrome extensions vulnerability exploited lead attackers obtaining sensitive information related extensions vulnerability seems like accidental leakage history code see initial code beleived hidden end fix solved mentioned ensuring privates private leading beleive initially thought private possibly misunderstanding technology actually hide information public feature originally used hide internal state javascript classes using utils expose ended opposite effect allowed extensions see private information
CVE-2013-2914,color chooser dialog chrome VERVER listener colorchooserdialog properly dereference color chooser dialog destroyed page destruction page close led stale reference attackers could use cause denial service coding mistake pretty simple one original author simply kill reference page closed destroyed essentially xss vulnerability stale reference attackers cause denial service attack using vectors reference vulnerability introduced initial commit exposed chrome tried initially make aura obsolete client meant provide notifications notification details client outside chrome original author must forgotten needed destroy reference used notice leaving stale reference color chooser dialog vulnerability could prevented easy thing overlook next time sure author make sure something like happen
CVE-2010-4035,bug autofill translation features which could allow attackers cause application crash remotely therefore introducing denial service vulnerability crash caused accessing pointer freed reason possible way chrome team using scoped pointer management infobar delegate pointer scoped pointers automatic memory management which seems cleaned pointer still use problem seems caused coding mistake subsystems vulnerability existed problem involved incorrect usage pointers low level languages memory management done manually tricky would shocking errors ever occurred inside project large chrome interesting bug fact automatically managed pointers which supposed make things easier actually caused bug happen team decided memory management which could explicit control
CVE-2010-4490,malformed video could cause application crash creating indexing error malformed video stream could stream index large attempt index stream index would cause buffer overflow scenario buffer overflow causing denial service causing segmentation fault resulting tab crashing buffer overflow also potentially vulnerable data corruption malicious code execution mistake made logic mistake which include edge case check malformed streams which allowed buffer overflow vulnerability exist due indexing may bigger stream size understandable would overlooked module complex bug log discussed concerns whether malformed stream could cause vulnerability got bad state due previous root cause
CVE-2011-2864,vulnerability google chrome VERVER way third party software harfbuzz handles tibetan characters harfbuzz software development library text shaping which process converting unicode text glyph indices positions implementation handle case character tibetan characters table bound best causes crash worst kind vulnerability lead arbitrary read write operations performed unauthorized memory locations buffer overflow possible cross site scripting xss scenario attacker may able execute arbitrary code unspecified vectors alter intended control flow read sensitive information cause system crash coding mistake made third party software led index bound error coding mistake made piece third party software led index bound error approach important hard investigate manually debug third party codebases memory corruption errors
CVE-2011-1305,vulnerability affects linux mac osx users attacker cause denial service via certain aspects use linked lists databases caused race conditions found webkit patch eventually lead crashes mutexes originally place prevent agianst race conditions removed thought webkit code interacting sqlite single threaded would need worry race conditions way came using faulty patch webkit interacting rest code interacts sqlite could avoided thorough analysis patch moving since fix revert things beforehand could avoided comprehensive test new patch integrating
CVE-2016-5166,using save page feature saves web page web resources also saves locally uploaded files page seems case start vulnerability technology got layered top like chrome extensions web workers became potential vulnerability using newer technology exploit older ideas started normal feature later programs life due expanding functionality became vulnerability later time would probably considered design mistake
CVE-2013-6643,improper authentification handling google chrome signin popup vulnerability allowed remote attackers send malicious url victim insert account victim google chrome sync victim private data without victim knowledge attacker could close untrusted signin confirm dialog which would sync user data fix vulnerability cancel signin untrusted signin confirm dialog closed without user clicking ok got vulnerability simple oversight untrusted signin confirm dialog closed without clicking ok got originally continued signin ok got pressed fix abort signin untrusted signing confirm dialog closed without clicking ok got
CVE-2010-3413,vulnerability browser built popup blocker functionality blocker sometimes attempt read empty list blocked contents results blocker reading null pointer causing browser crash one big exploit could arise vulnerability denial service dos keeping popup blocker protecting user browser potentially harmful popups vulnerability arose popup blocker checking value list blocked items trying access caused try read list even null checking situations like vital every secure program operation checks keep malfunctioning causing unintended potentially harmful consequences vulnerability coded right beginning popup blocker made discovered common user reported problem developers vulnerability reported caused serious damage users discovered late could frustrated others future
CVE-2010-4487,cve affects osx linux attacker could create page would serve response content disposition attachment file html extension content disposition attachment forces download dialog appear auto selects attacker malicious html file user clicks file name download dialog malicious html file loads downloads swf file user downloads directory settimeout used delay loading swf file finished downloading 5 seconds swf file downloaded attacker loads swf file which written grab contents etc passwd displays contents file screen sensitive information written browser easily transmitted back via javascript believe mistake happened developers finally finished download exe cc file forgot fill complete blacklist non windows operating systems two mitigations provided cwe first use blacklist whitelist good idea scenario predict exactly which file extensions people want pass content disposition attachment second rely exclusively blacklist validation particular cve believe blacklist fine use either mitigations add extensions file extensions blacklist order fix vulnerability
CVE-2011-1813,piece data created heap multiple pointers which point data browser used javascript allows certain parts webpage adopted others particular case iframe adopted pointer points iframe adjusted pointer points invalid piece data which crashes program developers written better comments maintainers developers catch pointers pointing able tell pointer left dangling quite difficult one writing c code complexity especially case pointers passed around result javascript code feeling valgrind another internal test able look data heap pointers check data freed pointers could danger growing stale also seems like test might enabled point ended catching crash perhaps disabled another commit vcc reenabled although find which commit
CVE-2009-3934,function webframeloaderclient allowed remote attackers cause denial service page local link page local link link redirects back page interacted directly related empty redirect chain which allows attackers endlessly redirect urls vulnerability taken advantage attackers abused page local link which would redirect back endlessly coding mistake fault cause vulnerability piece logic ds hasredirectchain always assumed exist vcc checking see logic existed allowed attackers take advantage denial service vulnerability redirectly urls without limit essentially single line code missing fix vulnerability running logic statement required make sure ds hasredirectchain existed continuing logic
CVE-2011-2834,vulnerability memory address freed twice called double free found libmxl2 xml parsing library chromium using vulverability allow attackers cause denial service attack set users longer able use browser known sequence activities could lead exploit vulnerability reason vulnerability existed coding mistake objects freed twice separate locations made hard detect double free vulnerability first place developers extra cautious freeing objects spent time tracing code identify issue static analysis tool could also utilized search double free instances another perhaps better mitigation would set pointer object null freeing ensure freed twice fix look proper error states added prevent code entering code block causes double free fix remove possibility double free attacker able manipulate state system avoid entering error state double free would still possible developers fixed multiple related double free issues within source code file would smart check rest file double free vulnerabilities fixing first issue instead fixing issues one one
CVE-2011-1196,ogg container allows streaming presenting digital multimedia users ogg container made byte sequence sections sequence represent different component ogg page header failure track index operations working lead buffer case heap overflows which cause multitude problems vulnerability starts html page loads another html page iframe ogg file loaded iframe html page whole iframe html page replaced different ogg file leads chrome crash due heap corruption entirely clear root cause vulnerability comment review VERVER stating stream index mysteriously becoming invalid leads think shared mutable data which mutated thread safe manner
CVE-2014-3190,use free vulnerability present currenttarget function event objects core events subsystem google chrome allowed remote attackers cause chrome crash unspecificed impacts via javascript code would access source vulnerability attacker would able construct vectors infect chrome user browsers remotely via download simple javascript program visited website result would denial service attack preventing user accessing functionality chrome coding mistake made essentially returning raw pointer memory rather reference using raw pointer access corresponding object memory freed resulted memory violation application crash mistake could avoided stronger sense awareness existing functionality subsystem worked simply knowing value returned raw pointer memory could inspired defensive programming approach seemed bit issue terms team communication original author code contained vulnerability still team time commit seemed reluctant admit vulnerability reported could cause code different team member took bug fix supervisor asserted someone needed claim responsibility bug fix supervisor seemed irritated major security vulnerability took month fix first reported
CVE-2010-4488,bug involves unhandled case which user behind proxy page requesting returns VERVER error proxy authentication required chrome handle situation causing app crash exploitation could ultimately cause denial service chrome app could coding design error obviously system designed handling case however coding developer see possibility failure took fix condition test whether connection behind proxy succeeded fix adhere cwe mitigations fix appears correct however recent versions file original fix present handling scenario still present differnt form makes seem original fix rock solid
CVE-2015-1284,vulnerability caused blink functionality chrome checking exceeding maximum frame amount amount set allows external attacker create denial service attack creating VERVER frames which reads memory freed mistake lead vulnerability checking value input storing value input instead way around allowed attacker create script VERVER frames which system allows would try access memory freed crash creates denial service coding mistake which caught code review fix looks proper adds check security consequences rather checking input potential mitigations cwe choose language provides automatic memory management which really option case mitigation set pointers null freeing however fault results part vulnerability
CVE-2016-1640,chrome user tries install extension website website could redirect another website still show extension installation dialogue started previous website example crafted website could show link install official extension service say google user clicks chrome take google support page prompted extension installation dialogue initiated crafted website presented extension could fake extension intended attack user would think official one given user official support website dialog show origin gives even credibility attack poor design decisions led vulnerability vulnerability would occurred first place thought showing origin install dialog considered killing dialog redirected different website believe vulnerability design requirements mistakes requirements mentioned behavior allowed code could implemented way however understand impossible think scenarios requirements proper design decisions made regarding handle scenario user navigates different page user redirected different page based bug report seems like made better design decision next version chrome vulnerability needed medium level security attention install dialog show origin users could tricked installing malicious extensions initial fix seemed like hack simply trying mitigate problem second fix improved previous fix however final solution redesign architecture dialog shown comment bug report indicated planning redesign dialog looks like knew proper mitigation problem
CVE-2014-3191,object called renderlayerscrollablearea called method updatewidgetpositions which performed various layout style updates render process object called renderlayer destroyed object parent renderlayerscrollablearea another object scrollanimator layout style updates finished code attempted destroyed renderlayerscrollablearea object call method updatecompositionlayersafterscroll causing memory error since render tree destroyed exploitation vulnerability may resulted dos due program failure based discussions developers bug reports sounds like vulnerability considered initially occurred far call stack failure consider might happen render tree able destroy inside probably design failure consideration misuse abuse cases may helped catch vulnerability earlier initial fix vulnerability first bug 322891 insufficient developers simply added assert attempt catch use free notes bug seems developers intended improve solution future get vulnerability occurred year later new fix moved call causing destruction object use free which appropriate
CVE-2008-6998,google chrome problem user typed VERVER chars url hovered url url preview show backend array held url typed would overflow shut system could also lead users getting pointer current method telling code go somewhere attacker code planted run arbitrary code system crashes design coding mistake think design mistake overflow problems followed commit url overflow problem missing crucial check array size code which means overlooking problem entirely could also fall category coding mistakes nit pick errors really belong design phase extra fixes add making sure user inputs always checked white black lists solve problems even come solving problem show system released much harder spot errors implement checks input validations programming
CVE-2014-7935,tts message filter cc file versions google chrome VERVER vulnerability would try use memory immediately freed would allow attackers use text speech utterances crash user current tab google chrome possibly execute attacks executing remote code looking fix code obviously coding mistake coding mistake used weak ptr class prevent uaf weak ptr class part code allowing use free vulnerability occur team done thorough testing unit tests automation tests believe would found vulnerability lot sooner looking possible mitigations cwe fix code change code language set pointers null freed second one excused though uses complex data structure
CVE-2013-2842,frame removed parent frame could still referenced could lead use free error could cause dos potentially give attacker ability interact user computer breaking assigned memory buffers memory locations computer mistake freed portion memory went along frame renderer remove references fix check frame used make sure freed yet
CVE-2016-1698,function allows extention create custom type createcustomtype actually validate module type since type ever validated risk loading arbitrary modules disclosing sensitive information attacker definition module handled properly big design mistake allowing use multiple types without validating types actually safe initializing parts code depend setup work exactly intended without validation parts code work way fix hard coded addition whitelist huge step right direction could better way implement whitelist rather hard code within type creation however although keeping data secure important
CVE-2010-3117,chrome crashes shutdown due notification ui manager closed early enough issue ultimately stems kept track lifespans object dependencies modifying object lifespan additionally impact issue enhanced providing potential sandbox escape attacker which need case
CVE-2015-1221,vulnerability found google blink engine allows attackers remotely impact service referring finalized objects using misordering database thread shutdown operations could lead denial service unspecified impacts vulnerability result small coding mistake create large security impact fix simple involving adding new function function call terminate thread
CVE-2010-4575,program extension created malicious intent close windows installed another user considered denial service may cause application crash user completes specific set tasks certain order case chromium user could install extension serves believe serves another purpose meant exploit vulnerability looks like simply coding mistake made
CVE-2011-2843,chrome handling media buffers correctly media buffer reading bound values attackers able cause denial service vectors avcodec open method read past allocated memory fixed allocating source buffers fix would cater chunked nature get bits function developers acknowledge ugly solution necessary function design coding mistake resulted problem accounted size ffpmeg videos could predicted possibility buffer overflow order prevent vulnerability could done detailed review ffpmeg data review would forsee possible buffer overflow
CVE-2013-6646,implementation database observer causes chrome crash due invalid pointer error multiple databases opened observer due script continuously reloading multiple shared worker methods scripts created multiple databases specifically variable passed observer worker thread already ended opens user free uaf vulnerability type memory corruption bug case opens possibility malicious users cause denial service attack shutting worker processes related worker methods although crashes attributed questionable coding practices one ultimately caused believe design mistake allowing multiple shared worker events occur simultaneously without understanding potential problems could present fact one two issues came involving uaf vulnerabilities regarding shared workers showed overlooked elements design corroborated fact one developers realize bug occurring process exit causing think priority bug lower realistically even point class worker bugs mentioned implying could even larger two issues said fix seem proper developers fixed core issue which understanding proper point kill worker process
CVE-2011-0485,speech data input properly handled unspecificed speech data processed speech input disabled arbitrary code executed creating pointers freed memory aka stale pointers attempts use stale pointers crash system cause unexpected behavior mistake handling case feature disabled intended function accepting input least part input expected finite part solution whitelist portion input recommended mitigation strategy
CVE-2015-1209,crash forced crafted java script exploitable crash occurs chromium underlying c code freed data accidentally read javascript causes crash adding element dom altering certain fields removing dom trying access modify certain fields element removed last step occur process removing dom without additional javascript code written user depending previous steps words html file uses javascript dynamically add elelement remove continues modify removed try access old element chromium access memory already freed using bad pointer trigger chromium addresssanitizer which stop chromium something even worse happens addresssanitizer may always caught error arbitrary code execution possible mistake considering possibilities first foremost design requirement mistake also coding mistake since designed possibility freed memory accessed additionally vulnerability touched two different people lifecycle one committed original bug another person fixed bug VERVER years fix set freed element null added checks satisfy mitigations mentioned cwe
CVE-2011-1186,chrome linux bug two calls open print dialog choose printer made parallel could crash bunch print commands issued time might executed parallel potential dos flaw one tough call mistake highly unlikely occur except debug printing almost never happens concurrently occasionally reproducable anyway mistake assuming printing always thread safe chose fix issue would required work worth instead fixed particular issue would go back looking like worked
CVE-2014-3166,provided vulnerability attackers would able leverage multiple domains access sensitive information pooling multiple domains allows attacker bypass public key pinning pkp sites bypassing pkp sites opens information disclosure vulnerability examples given show possible malicious actor pretend website exploiting vulnerability example reporter provides screenshot demonstrating www twitter com displaying content rather real twitter site main mistake lead vulnerability appears oversight check allow invalid certificates become pooling candidates two levels which mistake could likely taken place firstly checks seems thought nonetheless overlooked poor documentation risks requirements team management level could blame secondly coding level developers issue mind would likely accounted came fix vulnerability follows cwe potential mitigation say separating centralizing checks separation privilege however exactly directly significant specific vulnerability
CVE-2014-3169,piece data core dom containernode cpp which used chromes blink web engine could allow remote attackers cause denial service certain conditions well effects messing script execution node removal file used part blink domain object model which incorperates brower logic storing amd displaying html css team never really seemed pinpoint actual issue pinpointed solution seems never able reproduce actual bug said hard discern actually caused issue since never really pinpointed actual bug simple coding mistake though one likely could avoided proper unit testing however provide useful enough error message able fixed think biggest issue would seems like bug identified beforehand inserted proper workflow get fixed never bug could potentially never found fix submitted separate issue originally found
CVE-2011-0779,google chrome properly handle missing key extension which allows remote attackers cause denial service application crash via crafted extension extension packaged extension assigned unique key pair extension id based hash public key private key used sign version extension must secured public access variable gets initialized extension unpacking service sized based extention header signature size hacker removed signature providing empty key would get initialized zero cause crash system since unexpected leading denial service basically bug introduced process refactoring code pull logic unpacking extensions service complex writer new file handle new logic forgot check make sure variable initialized would initialized VERVER bytes many tests performed code around header size test check header size zero never included however far could tell author code refactoring large portion system could done better assume user provided content range unpredictable values like 0 header attached extension which developed users however checks place code check header size think edge case considered team especially initializing variables size checks always size based kind user driven input size driven user based input could user find way provide huge value overflowing buffer could user provide negative value even zero value team checked three use cases rather max size case
CVE-2015-1224,image decoder ensure alpha plane dimensions identical image dimensions allows remote attacker cause denial service attack bounds read vulnerability bit miscommunication design mistake initially support video streams alpha buffers larger image buffer library changed year first implementation introduced vulnerability account vulnerability introduced code written copy video data buffer assumed image alpha plane dimensions stride buffer width according video format dimensions must writer code assumed valid input without check video plane dimensions differed alpha plane stride also different code copy alpha plane used stride video plane incorrect amount data read causing overflow interestingly strides video alpha planes differ even dimensions means buffer reading issue may occur even valid vp8 video reviewers bug noticed issue fixed along dimension check check malformed vp8 data added check threw error alpha plane dimensions different image plane fix adds input validation which primary mitigation listed cwe 125 page
CVE-2011-3092,vulnerability google javascript engine v8 way handled regular expressions regexes implementation which javascript called native c code handle capture overrides properly resulted data written memory intended invalid write best causes crash worst kind vulnerability lead arbitrary code execution buffer overflow way could exploited would attacker access writing javascript possible cross site scripting xss scenario someone simply went attacker page javascript exploited vulnerability coding mistake made essentially integer overflow led miscalculating memory buffers mistake underlying native code rather misusing c api fix actually javascript implementation regexp vulnerability introduced two commits really one person working trying fix boundary condition working vulnerability per se working boundary condition still missed one condition part VERVER lot decisions made changing handled natively handled javascript navigating exactly responsibilities native code versus built javascript libraries going key preventing vulnerabilities
CVE-2015-6784,chrome offers feature allows download web pages local machine later open webpage files local machine download webpage chrome adds comment top show url page downloaded url escaped added document therefore attacker construct url contains code modify page exfiltrate data page major mistake made input accepted user added document without sanitized important think types input could cause problems sanitize always consider abuse misuse cases dealing inputs coming outside boundary trust application
CVE-2015-1361,vulnerability chromium third party tools image decoding consisted uninitialized variable utilized constructor found automatically fuzzer static code analysis tool analyzed code identified issue general sense vulnerability lead things like crashes trying utilize segment code calls upon unitialized value however case uninitialized value initialized constructor class used making functionally optional variable usage literally impact operations thing static analysis tool would unhappy vulnerability simply coding mistake simple one static code analysis tool picked assume reason fixed long literally effect uninitialized value initialized constructor given class making functionally optional variable usage literally impact operations thing fuzzing tool pick unhappy developer fix even says simply prevent tools picking comment initialize hasalpha value calling operator lest tools complain using uninitialized value mitigations beyond pay attention coding sure initialize variables
CVE-2016-5149,understand vulnerability important understand iframe html pages tag called iframe essentially loads different web page embeds parent page which current html document iframes used variety things like embedding media web page embedding applets document vulnerability related iframes allows attackers exploit slow loading times iframe run arbitrary content scripts iframe parent page specifically vulnerability related chrome extensions source url iframe set chrome extension url attacker inject javascript parent page frame loaded essentially spoof chrome extensions instance one would able access chrome extension apis steal authentication cookies bypass security measures even send fake messages extensions name legitimate extension think biggest issue came vulnerability life span far long took react according bug report took VERVER months resolve bug which unbelievable amount time high severity high priority bug like one fix involved simple validation new tests which may indicate oversight original vcc although vulnerability would difficult predict since relied race condition however severe lack communication lead vulnerability living long long periods time little effort put resolving bug which exposed application really dangerous spoofing attacks
CVE-2009-1414,google chrome 2 0 x allows global objects persist across page transitions allowing easier univeral xss attacks launching chrome uri overwrite gobal variables asynchronous load pages coding mistakes conjunction code rot resulted improper argument parsing allowing code injection use uris launching chrome required uri parser allowed misuse chrome though lauching unspecified pages outside script due unintended access use chrome uris deprecated removed fix
CVE-2010-3415,geolocation module causing memory corruption occur due able write location outside intended boudaries given design mistakes lead vulnerability happening issue storing object inccorect place accessed old values could prevented simple code design review
CVE-2014-1703,piece memory websocketdispatcherhost sendordrop function used freed file primarily deals creation web sockets server well sending recieving messages function question dealt specifically sending message comprimising function could allowed remote attackers control arguments deletewebsockethost memory reallocated issue pretty clearly issue allocating memory correctly something could avoided implementing proper unit testing issue really would detected fuzzer which found however appear effort made make sure issue would never happen new unit tests created
CVE-2016-1668,custom layout web framework chromium blink creates global proxy objects which changes type runtime changes bypasses origin policy allows one web page access data resources another webpage long origin which allow malicious attackers run arbitrary javascript code access private resources vulnerability occured original creator iterable h simple coding mistake fully understand software engineering security fully understand work code VERVER objects line code got job done came security implications used correctly malicious attacker lesson learned vulnerability fully know understand objects working defense depth
CVE-2011-2845,attacker use vulnerability spoof value url bar means victim could rerouted different website still see intended address url bar occurred navigating different area page known page fragment mistake proper communication navigationcontroller renderer since navigationcontroller needs communicate historycontroller figure go user presses back button allowed time race condition form confused navigationcontroller allowing stale entries
CVE-2013-2858,vulnerability versions google chrome VERVER html5 implementation audio would try use memory immediately freed would allow attackers crash user current tab google chrome believe design mistake part team looking fix vcc changed seems team never thought someone would try programatically change audio source redesign client implementation web media player include mutex states make sure memory used immediately freed
CVE-2010-4484,improper closure websql databases web page api storing data databases queried using variant sql incognito mode which allows attacker write script opens databases well quota limit thus causing denial service exanple script would look like script function runtest try var db opendatabase overquotaopen 10000000 catch err script body onload runtest fix simply close html tables incognito mode finished original issue code author actually negating line code closing databases mistake severe lead crashing chrome browser incognito mistake primarily coding mistake forgetting take negation applied closing html database use fix simple vulnerability mitigated freeing memory case freeing closing database called issue human error including negation one needed
